,familyId,homeId,schoolId,workplaceId,age,sex,infected,infectionTime,type,education,homeX,homeY,susceptibility
64,16,122,0,0,30,Female,False,0,working,16,425.74469541498297,235.71958148559125,9.072221374511719e-05
65,16,122,0,0,7,Female,False,0,student,4,425.74469541498297,235.71958148559125,4.213740158081055e-05
66,17,435,0,0,50,Female,False,0,working,0,703.6907767484033,429.3258517109153,0.0005151737670898437
67,17,435,0,0,48,Male,False,0,working,0,703.6907767484033,429.3258517109153,0.00122692041015625
68,18,137,0,0,7,Female,False,0,working,8,612.9733149999544,799.26735448745,4.0367397308349606e-05
69,18,137,0,0,38,Male,False,0,working,16,612.9733149999544,799.26735448745,0.00024276834106445313
70,18,137,0,0,7,Female,False,0,student,4,612.9733149999544,799.26735448745,4.213740158081055e-05
71,19,355,0,0,12,Female,False,0,working,7,777.3338724397383,939.6319474975302,3.7737194061279295e-05
72,19,355,0,0,38,Male,False,0,working,13,777.3338724397383,939.6319474975302,0.0003220469970703125
73,19,355,0,0,12,Female,False,0,student,9,777.3338724397383,939.6319474975302,4.9964962005615235e-05
74,19,355,0,0,15,Female,False,0,student,12,777.3338724397383,939.6319474975302,7.912249755859375e-05
75,19,355,0,0,11,Female,False,0,student,8,777.3338724397383,939.6319474975302,3.034615707397461e-05
76,20,264,0,0,16,Male,False,0,working,11,847.2260815664762,206.9908605342817,0.00011252688598632813
77,20,264,0,0,42,Female,False,0,working,10,847.2260815664762,206.9908605342817,0.0001372446594238281
78,20,264,0,0,16,Male,False,0,student,13,847.2260815664762,206.9908605342817,0.00010481987762451172
79,20,264,0,0,9,Male,False,0,student,6,847.2260815664762,206.9908605342817,4.896963882446289e-05
80,20,264,0,0,12,Female,False,0,student,9,847.2260815664762,206.9908605342817,4.9964962005615235e-05
81,21,4,0,0,6,Male,False,0,working,14,872.1659054940782,449.49632331537117,0.00011250566101074219
82,21,4,0,0,39,Male,False,0,working,15,872.1659054940782,449.49632331537117,0.0002711057434082031
83,21,4,0,0,6,Female,False,0,student,3,872.1659054940782,449.49632331537117,4.754473495483398e-05
84,21,4,0,0,12,Female,False,0,student,9,872.1659054940782,449.49632331537117,4.9964962005615235e-05
85,22,271,0,0,10,Female,False,0,working,12,525.1078588747097,330.87073446876616,7.223649597167969e-05
86,22,271,0,0,46,Male,False,0,working,15,525.1078588747097,330.87073446876616,0.0002787294616699219
87,22,271,0,0,10,Female,False,0,student,7,525.1078588747097,330.87073446876616,2.727348327636719e-05
88,22,271,0,0,8,Male,False,0,student,5,525.1078588747097,330.87073446876616,5.624172592163086e-05
89,23,101,0,0,11,Female,False,0,working,7,622.5982778809066,179.8081705088742,3.140218734741211e-05
90,23,101,0,0,44,Male,False,0,working,11,622.5982778809066,179.8081705088742,0.0003800993041992188
91,23,101,0,0,11,Female,False,0,student,8,622.5982778809066,179.8081705088742,3.034615707397461e-05
92,24,6,0,0,34,Male,False,0,working,0,4.272243190904469,857.7757635931117,0.0011043236083984375
93,24,6,0,0,32,Female,False,0,working,0,4.272243190904469,857.7757635931117,0.0004018479309082031
94,25,73,0,0,37,Female,False,0,working,0,97.3610115779856,868.2745138720961,0.0003944071655273437
95,25,73,0,0,35,Male,False,0,working,0,97.3610115779856,868.2745138720961,0.001112649169921875
96,26,397,0,0,32,Male,False,0,working,0,720.059717504594,690.5780672455408,0.00108767236328125
97,26,397,0,0,30,Male,False,0,working,0,720.059717504594,690.5780672455408,0.0010341683349609375
98,27,234,0,0,15,Male,False,0,working,13,807.4185692361563,804.6519340081132,0.00010094163513183594
99,27,234,0,0,41,Female,False,0,working,10,807.4185692361563,804.6519340081132,0.0001333600616455078
100,27,234,0,0,15,Female,False,0,student,12,807.4185692361563,804.6519340081132,7.912249755859375e-05
101,28,37,0,0,6,Male,False,0,working,15,305.25678814225546,655.7857987692869,0.0001103723373413086
102,28,37,0,0,50,Male,False,0,working,12,305.25678814225546,655.7857987692869,0.0003633439331054687
103,28,37,0,0,6,Male,False,0,student,3,305.25678814225546,655.7857987692869,7.078585815429687e-05
104,29,237,0,0,13,Female,False,0,working,11,226.38199367956014,649.45765561247,7.311232757568359e-05
105,29,237,0,0,41,Female,False,0,working,16,226.38199367956014,649.45765561247,8.16795654296875e-05
106,29,237,0,0,13,Female,False,0,student,10,226.38199367956014,649.45765561247,6.885653686523438e-05
107,30,164,0,0,16,Male,False,0,working,11,875.5286721595787,656.500854673973,0.00011252688598632813
108,30,164,0,0,44,Female,False,0,working,16,875.5286721595787,656.500854673973,9.654293823242187e-05
109,30,164,0,0,16,Male,False,0,student,13,875.5286721595787,656.500854673973,0.00010481987762451172
110,30,164,0,0,11,Male,False,0,student,8,875.5286721595787,656.500854673973,5.7597789764404296e-05
111,30,164,0,0,13,Female,False,0,student,10,875.5286721595787,656.500854673973,6.885653686523438e-05
112,31,420,0,0,34,Female,False,0,working,0,670.6082813596871,513.3764606059624,0.00039887158203125
113,31,420,0,0,32,Female,False,0,working,0,670.6082813596871,513.3764606059624,0.0004018479309082031
114,32,459,0,0,5,Female,False,0,working,10,567.4071392210792,870.7387411796542,8.592606353759766e-05
115,32,459,0,0,38,Male,False,0,working,16,567.4071392210792,870.7387411796542,0.00024276834106445313
116,32,459,0,0,5,Female,False,0,student,2,567.4071392210792,870.7387411796542,5.295209121704102e-05
117,33,329,0,0,11,Female,False,0,working,15,402.1206807366832,231.2110118458207,6.898992156982422e-05
118,33,329,0,0,40,Female,False,0,working,16,402.1206807366832,231.2110118458207,7.616738891601562e-05
119,33,329,0,0,11,Male,False,0,student,8,402.1206807366832,231.2110118458207,5.7597789764404296e-05
120,34,80,0,0,6,Male,False,0,working,11,478.768825184468,514.6580371300037,0.00012031277465820313
121,34,80,0,0,39,Male,False,0,working,15,478.768825184468,514.6580371300037,0.0002711057434082031
122,34,80,0,0,6,Male,False,0,student,3,478.768825184468,514.6580371300037,7.078585815429687e-05
123,34,80,0,0,6,Female,False,0,student,3,478.768825184468,514.6580371300037,4.754473495483398e-05
124,35,102,0,0,8,Male,False,0,working,13,544.4857236678231,618.6976499119713,0.00010895439147949219
125,35,102,0,0,44,Male,False,0,working,11,544.4857236678231,618.6976499119713,0.0003800993041992188
126,35,102,0,0,8,Female,False,0,student,5,544.4857236678231,618.6976499119713,3.673006057739258e-05
127,36,194,0,0,15,Female,False,0,working,9,439.4585617429136,112.76881454942223,6.229930114746094e-05
128,36,194,0,0,45,Female,False,0,working,11,439.4585617429136,112.76881454942223,0.00013382614135742186
129,36,194,0,0,15,Male,False,0,student,12,439.4585617429136,112.76881454942223,0.00010591785430908204
130,36,194,0,0,5,Male,False,0,student,2,439.4585617429136,112.76881454942223,7.805789184570312e-05
131,36,194,0,0,6,Male,False,0,student,3,439.4585617429136,112.76881454942223,7.078585815429687e-05
132,37,208,0,0,49,Male,False,0,working,0,853.131253448652,141.4133458402413,0.0012406171875
133,37,208,0,0,47,Female,False,0,working,0,853.131253448652,141.4133458402413,0.00047530242919921874
134,38,372,0,0,48,Female,False,0,working,0,311.2364944657495,737.887464912489,0.0004885929565429688
135,38,372,0,0,46,Male,False,0,working,0,311.2364944657495,737.887464912489,0.00120423046875
136,39,175,0,0,14,Female,False,0,working,15,668.2689261768213,131.53771613759022,6.697683715820313e-05
137,39,175,0,0,42,Female,False,0,working,12,668.2689261768213,131.53771613759022,0.00011524095153808594
138,39,175,0,0,14,Male,False,0,student,11,668.2689261768213,131.53771613759022,0.00010510899353027344
139,40,33,0,0,10,Male,False,0,working,12,954.5998479690933,90.15703629220751,0.00010579842376708984
140,40,33,0,0,32,Male,False,0,working,11,954.5998479690933,90.15703629220751,0.000362080810546875
141,40,33,0,0,10,Male,False,0,student,7,954.5998479690933,90.15703629220751,4.7621936798095704e-05
142,41,18,0,0,6,Female,False,0,working,7,226.98459677363212,317.1624456670185,3.415816116333008e-05
143,41,18,0,0,44,Male,False,0,working,13,226.98459677363212,317.1624456670185,0.000326467041015625
144,41,18,0,0,6,Male,False,0,student,3,226.98459677363212,317.1624456670185,7.078585815429687e-05
145,41,18,0,0,11,Male,False,0,student,8,226.98459677363212,317.1624456670185,5.7597789764404296e-05
146,42,426,0,0,5,Female,False,0,working,12,442.2113569806157,925.8719274904886,8.553478240966796e-05
147,42,426,0,0,46,Female,False,0,working,16,442.2113569806157,925.8719274904886,0.00010261587524414062
148,42,426,0,0,5,Female,False,0,student,2,442.2113569806157,925.8719274904886,5.295209121704102e-05
149,42,426,0,0,15,Female,False,0,student,12,442.2113569806157,925.8719274904886,7.912249755859375e-05
150,43,162,0,0,12,Male,False,0,working,9,123.0787088223002,739.4544784250166,7.7268798828125e-05
151,43,162,0,0,37,Male,False,0,working,14,123.0787088223002,739.4544784250166,0.0002937095642089844
152,43,162,0,0,12,Female,False,0,student,9,123.0787088223002,739.4544784250166,4.9964962005615235e-05
153,43,162,0,0,5,Female,False,0,student,2,123.0787088223002,739.4544784250166,5.295209121704102e-05
154,43,162,0,0,8,Female,False,0,student,5,123.0787088223002,739.4544784250166,3.673006057739258e-05
155,44,302,0,0,16,Female,False,0,working,8,689.0141788486144,697.5665902030299,7.13387451171875e-05
156,44,302,0,0,37,Female,False,0,working,13,689.0141788486144,697.5665902030299,9.880841827392578e-05
157,44,302,0,0,16,Male,False,0,student,13,689.0141788486144,697.5665902030299,0.00010481987762451172
158,44,302,0,0,5,Female,False,0,student,2,689.0141788486144,697.5665902030299,5.295209121704102e-05
159,44,302,0,0,8,Female,False,0,student,5,689.0141788486144,697.5665902030299,3.673006057739258e-05
160,45,338,0,0,7,Female,False,0,working,10,482.9717584238362,833.9358408841057,8.060675048828126e-05
161,45,338,0,0,50,Male,False,0,working,10,482.9717584238362,833.9358408841057,0.00043535595703125
162,45,338,0,0,7,Male,False,0,student,4,482.9717584238362,833.9358408841057,6.351377105712891e-05
163,45,338,0,0,16,Male,False,0,student,13,482.9717584238362,833.9358408841057,0.00010481987762451172
164,45,338,0,0,15,Female,False,0,student,12,482.9717584238362,833.9358408841057,7.912249755859375e-05
165,46,313,0,0,13,Female,False,0,working,7,608.7712368863715,910.5248142030607,4.407217025756836e-05
166,46,313,0,0,31,Female,False,0,working,15,608.7712368863715,910.5248142030607,9.084151458740235e-05
167,46,313,0,0,13,Female,False,0,student,10,608.7712368863715,910.5248142030607,6.885653686523438e-05
168,46,313,0,0,6,Male,False,0,student,3,608.7712368863715,910.5248142030607,7.078585815429687e-05
169,46,313,0,0,5,Female,False,0,student,2,608.7712368863715,910.5248142030607,5.295209121704102e-05
170,47,479,0,0,8,Male,False,0,working,7,293.5827912093525,430.7750804890454,5.219038772583008e-05
171,47,479,0,0,34,Female,False,0,working,13,293.5827912093525,430.7750804890454,0.00010475729370117188
172,47,479,0,0,8,Female,False,0,student,5,293.5827912093525,430.7750804890454,3.673006057739258e-05
173,47,479,0,0,16,Male,False,0,student,13,293.5827912093525,430.7750804890454,0.00010481987762451172
174,48,171,0,0,16,Male,False,0,working,7,617.6509145418917,462.35146595430643,0.00012417843627929689
175,48,171,0,0,31,Male,False,0,working,14,617.6509145418917,462.35146595430643,0.00027709307861328126
176,48,171,0,0,16,Female,False,0,student,13,617.6509145418917,462.35146595430643,8.032269287109375e-05
177,48,171,0,0,10,Female,False,0,student,7,617.6509145418917,462.35146595430643,2.727348327636719e-05
178,48,171,0,0,7,Male,False,0,student,4,617.6509145418917,462.35146595430643,6.351377105712891e-05
179,49,247,0,0,10,Female,False,0,working,8,82.48378454187666,851.0194436539397,3.066824531555176e-05
180,49,247,0,0,45,Female,False,0,working,16,82.48378454187666,851.0194436539397,9.957942199707031e-05
181,49,247,0,0,10,Male,False,0,student,7,82.48378454187666,851.0194436539397,4.7621936798095704e-05
182,49,247,0,0,15,Female,False,0,student,12,82.48378454187666,851.0194436539397,7.912249755859375e-05
183,49,247,0,0,6,Female,False,0,student,3,82.48378454187666,851.0194436539397,4.754473495483398e-05
184,50,42,0,0,16,Female,False,0,working,10,924.3491503449617,155.58060236858074,8.05426788330078e-05
185,50,42,0,0,41,Male,False,0,working,16,924.3491503449617,155.58060236858074,0.00024850196838378905
186,50,42,0,0,16,Male,False,0,student,13,924.3491503449617,155.58060236858074,0.00010481987762451172
187,50,42,0,0,6,Female,False,0,student,3,924.3491503449617,155.58060236858074,4.754473495483398e-05
188,50,42,0,0,15,Female,False,0,student,12,924.3491503449617,155.58060236858074,7.912249755859375e-05
189,51,256,0,0,45,Female,False,0,working,0,240.2141628864046,294.2907641616235,0.0004487216796875
190,51,256,0,0,43,Male,False,0,working,0,240.2141628864046,294.2907641616235,0.0011792537841796874
191,52,271,0,0,7,Male,False,0,working,9,501.99445915217063,348.623918059524,9.330377960205079e-05
192,52,271,0,0,48,Female,False,0,working,15,501.99445915217063,348.623918059524,0.0001148815460205078
193,52,271,0,0,7,Male,False,0,student,4,501.99445915217063,348.623918059524,6.351377105712891e-05
194,52,271,0,0,12,Male,False,0,student,9,501.99445915217063,348.623918059524,7.7268798828125e-05
195,53,408,0,0,9,Male,False,0,working,9,854.0187301626235,797.2526869442025,8.575467681884765e-05
196,53,408,0,0,37,Male,False,0,working,14,854.0187301626235,797.2526869442025,0.0002937095642089844
197,53,408,0,0,9,Male,False,0,student,6,854.0187301626235,797.2526869442025,4.896963882446289e-05
198,54,206,0,0,13,Female,False,0,working,10,519.9242588441526,422.23301142490783,6.885653686523438e-05
199,54,206,0,0,34,Female,False,0,working,11,519.9242588441526,422.23301142490783,0.00012532917022705078
200,54,206,0,0,13,Male,False,0,student,10,519.9242588441526,422.23301142490783,9.917767333984375e-05
201,54,206,0,0,6,Female,False,0,student,3,519.9242588441526,422.23301142490783,4.754473495483398e-05
202,55,77,0,0,15,Female,False,0,working,9,648.1389048732002,595.1339835536186,6.229930114746094e-05
203,55,77,0,0,33,Male,False,0,working,15,648.1389048732002,595.1339835536186,0.00026477682495117187
204,55,77,0,0,15,Female,False,0,student,12,648.1389048732002,595.1339835536186,7.912249755859375e-05
205,55,77,0,0,12,Male,False,0,student,9,648.1389048732002,595.1339835536186,7.7268798828125e-05
206,55,77,0,0,14,Male,False,0,student,11,648.1389048732002,595.1339835536186,0.00010510899353027344
207,56,496,0,0,12,Female,False,0,working,8,614.6064210925949,564.3261815338258,3.523569869995117e-05
208,56,496,0,0,50,Male,False,0,working,11,614.6064210925949,564.3261815338258,0.000399346923828125
209,56,496,0,0,12,Male,False,0,student,9,614.6064210925949,564.3261815338258,7.7268798828125e-05
210,57,427,0,0,14,Male,False,0,working,7,652.4807960137891,429.97246176379815,7.712442016601563e-05
211,57,427,0,0,30,Female,False,0,working,11,652.4807960137891,429.97246176379815,0.00013326101684570313
212,57,427,0,0,14,Female,False,0,student,11,652.4807960137891,429.97246176379815,7.687551879882813e-05
213,58,480,0,0,9,Female,False,0,working,15,483.582498975055,428.532114224011,7.430923461914063e-05
214,58,480,0,0,48,Male,False,0,working,16,483.582498975055,428.532114224011,0.0002584301452636719
215,58,480,0,0,9,Female,False,0,student,6,483.582498975055,428.532114224011,3.162178039550781e-05
216,58,480,0,0,9,Male,False,0,student,6,483.582498975055,428.532114224011,4.896963882446289e-05
217,58,480,0,0,15,Female,False,0,student,12,483.582498975055,428.532114224011,7.912249755859375e-05
218,59,218,0,0,38,Female,False,0,working,0,794.256346455767,162.92920727821846,0.0003929189453125
219,59,218,0,0,36,Female,False,0,working,0,794.256346455767,162.92920727821846,0.000395895263671875
220,60,345,0,0,11,Male,False,0,working,15,660.9474465026774,656.3164643499234,9.46510009765625e-05
221,60,345,0,0,36,Female,False,0,working,13,660.9474465026774,656.3164643499234,0.00010079137420654297
222,60,345,0,0,11,Male,False,0,student,8,660.9474465026774,656.3164643499234,5.7597789764404296e-05
223,60,345,0,0,9,Male,False,0,student,6,660.9474465026774,656.3164643499234,4.896963882446289e-05
224,61,305,0,0,15,Male,False,0,working,7,810.6070014521582,107.16960467981363,9.733575439453125e-05
225,61,305,0,0,38,Female,False,0,working,14,810.6070014521582,107.16960467981363,8.653952026367187e-05
226,61,305,0,0,15,Male,False,0,student,12,810.6070014521582,107.16960467981363,0.00010591785430908204
227,61,305,0,0,6,Male,False,0,student,3,810.6070014521582,107.16960467981363,7.078585815429687e-05
228,61,305,0,0,6,Female,False,0,student,3,810.6070014521582,107.16960467981363,4.754473495483398e-05
229,62,482,0,0,5,Female,False,0,working,8,268.64047915994666,331.35221559293814,4.6947662353515625e-05
230,62,482,0,0,36,Male,False,0,working,13,268.64047915994666,331.35221559293814,0.0003182245483398437
231,62,482,0,0,5,Male,False,0,student,2,268.64047915994666,331.35221559293814,7.805789184570312e-05
232,63,344,0,0,30,Male,False,0,working,0,144.92171751523432,454.02760331937606,0.0010341683349609375
233,63,344,0,0,28,Male,False,0,working,0,144.92171751523432,454.02760331937606,0.0009474700317382812
234,64,218,0,0,16,Male,False,0,working,14,823.2051515710333,165.94301606590955,9.951027679443359e-05
235,64,218,0,0,41,Female,False,0,working,12,823.2051515710333,165.94301606590955,0.00011220449829101563
236,64,218,0,0,16,Female,False,0,student,13,823.2051515710333,165.94301606590955,8.032269287109375e-05
237,64,218,0,0,10,Male,False,0,student,7,823.2051515710333,165.94301606590955,4.7621936798095704e-05
238,65,348,0,0,7,Male,False,0,working,8,753.3567858026181,53.70988828669443,7.251638793945313e-05
239,65,348,0,0,49,Male,False,0,working,13,753.3567858026181,53.70988828669443,0.000333815673828125
240,65,348,0,0,7,Male,False,0,student,4,753.3567858026181,53.70988828669443,6.351377105712891e-05
241,65,348,0,0,11,Female,False,0,student,8,753.3567858026181,53.70988828669443,3.034615707397461e-05
242,66,3,0,0,40,Female,False,0,working,0,621.9322651797727,259.69323501667463,0.0003957423095703125
243,66,3,0,0,38,Male,False,0,working,0,621.9322651797727,259.69323501667463,0.0011376258544921875
244,67,17,0,0,12,Female,False,0,working,12,254.55993902329044,75.93917598103562,6.691719055175781e-05
245,67,17,0,0,31,Female,False,0,working,12,254.55993902329044,75.93917598103562,0.00012099212646484375
246,67,17,0,0,12,Male,False,0,student,9,254.55993902329044,75.93917598103562,7.7268798828125e-05
247,67,17,0,0,14,Male,False,0,student,11,254.55993902329044,75.93917598103562,0.00010510899353027344
248,67,17,0,0,9,Male,False,0,student,6,254.55993902329044,75.93917598103562,4.896963882446289e-05
249,68,456,0,0,48,Male,False,0,working,0,158.2304422688313,133.57019169261253,0.00122692041015625
250,68,456,0,0,46,Female,False,0,working,0,158.2304422688313,133.57019169261253,0.00046201205444335936
251,69,73,0,0,7,Male,False,0,working,8,126.0113060489728,872.7060199457436,7.251638793945313e-05
252,69,73,0,0,35,Male,False,0,working,16,126.0113060489728,872.7060199457436,0.00024148580932617189
253,69,73,0,0,7,Male,False,0,student,4,126.0113060489728,872.7060199457436,6.351377105712891e-05
254,69,73,0,0,16,Male,False,0,student,13,126.0113060489728,872.7060199457436,0.00010481987762451172
255,70,68,0,0,13,Male,False,0,working,15,216.61532231782363,404.152471503148,8.876091003417968e-05
256,70,68,0,0,46,Male,False,0,working,13,216.61532231782363,404.152471503148,0.00032682275390625
257,70,68,0,0,13,Female,False,0,student,10,216.61532231782363,404.152471503148,6.885653686523438e-05
258,70,68,0,0,6,Female,False,0,student,3,216.61532231782363,404.152471503148,4.754473495483398e-05
259,70,68,0,0,14,Male,False,0,student,11,216.61532231782363,404.152471503148,0.00010510899353027344
260,71,482,0,0,12,Male,False,0,working,12,259.4029808454574,351.6878232186805,9.990836334228515e-05
261,71,482,0,0,33,Male,False,0,working,12,259.4029808454574,351.6878232186805,0.0003389171142578125
262,71,482,0,0,12,Female,False,0,student,9,259.4029808454574,351.6878232186805,4.9964962005615235e-05
263,71,482,0,0,16,Male,False,0,student,13,259.4029808454574,351.6878232186805,0.00010481987762451172
264,71,482,0,0,8,Male,False,0,student,5,259.4029808454574,351.6878232186805,5.624172592163086e-05
265,72,91,0,0,15,Male,False,0,working,15,218.09637146984684,19.744040562815425,9.041827392578126e-05
266,72,91,0,0,41,Male,False,0,working,14,218.09637146984684,19.744040562815425,0.0003013545227050781
267,72,91,0,0,15,Male,False,0,student,12,218.09637146984684,19.744040562815425,0.00010591785430908204
268,72,91,0,0,10,Female,False,0,student,7,218.09637146984684,19.744040562815425,2.727348327636719e-05
269,73,345,0,0,49,Male,False,0,working,0,651.5057553886701,673.9249414140703,0.0012406171875
270,73,345,0,0,47,Female,False,0,working,0,651.5057553886701,673.9249414140703,0.00047530242919921874
271,74,378,0,0,13,Male,False,0,working,7,62.510775475691844,297.8098129057328,6.172406768798828e-05
272,74,378,0,0,43,Male,False,0,working,16,62.510775475691844,297.8098129057328,0.000252324462890625
273,74,378,0,0,13,Female,False,0,student,10,62.510775475691844,297.8098129057328,6.885653686523438e-05
274,75,91,0,0,14,Female,False,0,working,11,211.1618630516634,48.867618192898206,7.687551879882813e-05
275,75,91,0,0,40,Female,False,0,working,13,211.1618630516634,48.867618192898206,0.00010297529602050781
276,75,91,0,0,14,Female,False,0,student,11,211.1618630516634,48.867618192898206,7.687551879882813e-05
277,75,91,0,0,15,Male,False,0,student,12,211.1618630516634,48.867618192898206,0.00010591785430908204
278,75,91,0,0,5,Male,False,0,student,2,211.1618630516634,48.867618192898206,7.805789184570312e-05
279,76,330,0,0,10,Male,False,0,working,11,657.2529723864452,58.673906495802406,0.00010826551818847657
280,76,330,0,0,38,Male,False,0,working,10,657.2529723864452,58.673906495802406,0.000407978271484375
281,76,330,0,0,10,Male,False,0,student,7,657.2529723864452,58.673906495802406,4.7621936798095704e-05
