,x,y
5502420576,233.29309188462025,646.5790037695933
3172999124,319.7422631024267,625.9254122943931
3173009897,273.56136820924894,682.8600685557772
3173009900,268.2906965603259,678.294817971288
3173009915,309.10414870179983,646.9530209239445
3173009958,266.50761713143436,672.6565443896487
3173010304,314.63734789688885,635.9510331698324
3173010689,289.58225543745107,652.9092791274388
3173010742,303.8286864040989,644.8784164085554
3173011189,302.1021366293704,643.9342682361413
3173011200,285.93944620099177,658.5097307496544
3173011206,279.15876209643676,667.0238740612739
3173011227,311.8194883587961,643.9090535965255
3173011244,296.20580626623047,644.5450228402353
3173011257,297.4341285809934,643.8670291971658
3173011694,317.7895947111821,631.2414988141918
3173011709,276.1147839418279,671.3355774362263
3173011734,276.5813931206491,681.2225177938285
3173011743,276.0592124173387,683.0421742864022
3480333518,306.2201782121244,647.5903909809829
3494319338,267.06237424556303,654.3507160257254
3494319342,268.86365813934765,657.9914298241517
3494319344,270.6975184440866,658.417277071063
3494319348,274.9717351729423,662.6813527934411
3494319351,277.95630928436645,663.3761561962544
3494319353,280.37175433560054,664.285284035902
3494319354,279.6665708536858,664.6382889905732
3494319357,278.87036504744196,665.5165989373403
3501431904,319.04761904760545,626.2812188756718
3501431914,312.1050110184969,642.036166198063
3501431917,298.7304781068229,644.4217512687636
3501431920,310.01628820539145,646.4907525308882
3501431921,307.8384593274408,646.5327769302977
5502420569,293.14553990607635,648.7110416307574
3480332873,368.88952764199934,673.6595267212161
3494322584,369.17792469099413,676.1207557107642
3494322585,369.46344735083113,679.047054719976
3494322586,370.36600555713926,681.4802674432513
3494322587,380.84411229283273,682.7732181304503
3494322588,381.84152534257396,683.1738507377459
3494322589,379.6320781833428,684.1278046033603
3494322590,371.6968477532709,684.1894403890714
3494322591,382.2688512024513,685.2680666394863
3494322592,378.63370700392767,686.6534710052766
3494322693,373.525917409232,686.8383783624594
3494322694,382.6022803488417,687.4855541126983
3479526128,453.03248059793,656.8007385087444
3479526129,452.2353166618761,656.1353521854828
3479526130,450.8220753090249,656.334267675802
3479526131,449.51135383727024,655.2360300390359
3479526132,447.5586854460256,653.7357589816456
3479526133,445.887707195514,653.2370694424942
3479526134,444.1918175721198,653.2034499230065
3479526135,441.4161157421288,652.070191953424
3479526136,440.4139120437458,651.903495169264
3479526137,439.900354508045,652.903675874224
3479526138,439.3091884641303,655.6352618330028
3479526139,439.56596723198066,656.635442537913
3479526140,440.0804828973554,659.0672544479094
3479526141,439.69435661590586,660.4330474273486
3479526142,438.7697614257368,662.2989307591682
3479526143,437.6382102136186,663.4644074349596
3479526144,436.2249688607675,663.2977106507997
3479526145,434.7858580052237,661.9991567103857
3479526146,433.475136533469,660.732821476131
3479526147,431.77924691007485,661.232911828611
3479526148,429.1578039667016,663.9308782679021
3479526149,426.8707482993927,665.2966712472916
3479526150,425.30324805978756,665.5964452961238
3479526151,423.32471016571424,666.3626901778985
3479526152,421.1909552553492,665.7967615997716
3479526153,419.418415253415,665.4969875509393
3479526154,417.7215675002108,666.4957674425707
3479526155,415.89728849289145,666.5293869620584
3479526156,414.4581776372115,667.0294773145384
3479526157,412.47963974327433,668.0282572061201
3479526158,411.47743604489136,668.0282572061201
3479526159,409.6263294050694,667.996038499961
3479526160,409.0869023665398,666.6960837462185
3479526161,408.03295966277165,665.3302907668291
3479526162,406.7998466992309,663.9644977873899
3479526163,405.56673373582623,663.0315561214552
3479526164,404.41027115068937,662.1980722007049
3479526165,403.3304589442286,660.9653564859877
3479526166,402.4049056242495,660.732821476131
3479526167,401.7370892019309,661.632143622578
3479526168,400.58062661693015,662.8984788568326
3479526169,399.732681805165,664.7965808948613
3479526170,398.6787391012607,665.896219344956
3479526171,398.16518156555986,667.3950895890176
3479526173,396.75194021270875,667.7284831572879
3479526174,396.1090351634088,666.0629161291159
3479526182,454.0088147934842,656.8343580282819
3479526183,453.16086998185517,655.1351714805726
3479526184,452.82648270579085,654.2694688536134
3479526185,452.9040912140048,652.4708245607195
3479526186,454.03468429631295,649.8050768275876
3485742968,397.53569033251125,668.2131645633526
3479515157,470.2768994922533,686.8187669761081
3479515158,470.76458752512536,684.7189478211031
3479515159,470.79045702795406,683.1864580575538
3479515160,471.2791031906362,681.1552787548529
3479515161,471.6384018395831,678.9896213741513
3479515162,472.0494394941875,677.7569056594341
3479515163,472.82073392741256,677.656047100921
3479515164,473.4885503497312,679.023240893639
3479515165,474.5424930536355,680.8877234121799
3479515166,475.3396569895532,682.9203035282093
3479515167,476.5210309475727,684.252476988111
3479515168,477.98601130594517,685.4851927028778
3479515169,479.39925265879634,687.6508500835298
3479515178,485.5159528600006,687.5513923383951
3479515179,484.56548816713894,686.3859156626037
3479515180,482.63773114877694,685.2190381735334
3479515181,480.1188080866363,682.787226263537
3479515182,478.3462680847021,681.4550528036353
3479515183,478.3338123982608,680.9367518781327
3479515184,478.6289163552451,680.6215688828852
3479515185,479.57938104824285,681.0880397158277
3479515186,482.0206956021696,682.7536067440493
3479515187,484.46201015623245,683.454013400177
3479515188,485.67021174675455,682.4538326952668
3479515189,487.4944907540739,676.6572672093394
3479515190,488.3175241928204,675.8910223275647
3479515191,489.6282456644389,675.690706023917
3479515192,491.9411708345766,675.2578547104124
3479515293,493.7137108365108,674.0923780346708
3479515294,496.07837501203363,672.9255005456006
3479515295,499.3810481939768,673.2252745944328
3479515296,502.75558110568215,673.84303326512
3479515297,509.34559739396946,673.3009185132803
3479515298,512.2238191050569,671.4196262349956
3479515299,515.0924595189972,667.7775116232407
3479515300,516.7528983424153,664.8302004143491
3479515569,515.4038516815267,663.2318724251029
3479525174,514.9161636485185,659.8334993296841
3479525175,514.4275174858363,655.0020942159003
3479525176,514.4792564913577,652.2032692180962
3479525177,514.8902941458259,650.1048508764198
3479525178,515.3272013031228,648.806296936006
3479525179,515.0953339082911,647.2065681334312
3479525180,514.2215195938334,645.8743946735297
3479525181,513.527833668686,645.3743043210994
3479525182,512.4997604676105,646.0733101638489
3479525183,511.85781354798445,647.0398713492713
3479525184,510.70135096298367,647.573581221239
3479525185,509.13385072337854,648.5051220738452
3479525186,508.00229951139653,648.872135161653
3479525187,507.1802242023239,650.8052575324979
3479525188,506.7950560505483,651.8712764631048
3479525189,506.7691865478557,653.0031336193587
3479525190,506.59480693686095,653.896852512541
3479525191,505.43259557340843,655.0693332548759
3479525192,504.89316853501504,655.768339097675
3479526093,502.4518539810883,658.2001510076714
3479526094,501.93733831557745,659.3670284967417
3479526095,500.9351346171945,659.6331830260364
3479526096,497.58551307850786,657.8429436130641
3479526097,496.1301140174188,654.6364819414212
3479526098,495.15282169205454,652.3699660022562
3479526099,494.45913576704334,649.8386963470754
3479526100,493.8171888474173,648.6059806323582
3479526101,492.6607262624166,648.2725870640382
3479526102,491.5809140558197,649.5053027788051
3479526103,490.7588387467471,650.4046249252024
3479526104,490.4503209735115,651.8712764631048
3479526105,491.06735652011884,653.3365271876787
3479526106,491.35000479066184,654.8353974317404
3479526107,490.7329692440545,655.6016423135151
3479526108,489.1137299990642,656.2348099306175
3479526109,486.5698955639049,655.5358040878183
3479526110,485.3616939733828,655.1687910000603
3479526111,484.61626904285026,655.5021845683306
3479526112,484.25697039376723,656.4351262342653
3479526113,484.0509725016281,657.8009192137044
3479526114,481.42952955825484,659.8334993296841
3479526115,480.709974130551,659.7326407712209
3479526116,478.91156462592426,657.86815825268
3479526117,478.0377503114665,657.7336801746792
3479526118,476.3159911852436,658.8669381442617
3479526119,475.13365909741407,658.9663958894461
3479526120,468.9144390151134,657.9339964783269
3479526121,467.7062374245913,658.5335445759914
3479526122,465.16240298943194,658.5335445759914
3479526123,461.8990131264327,658.9663958894461
3479526124,459.9453866053781,659.9665765943563
3479526125,457.9668487113047,660.8658987408032
3479526126,457.06716489415436,660.7664409956188
3479526127,454.8826291079419,659.2661699382784
3479526181,454.2368496694842,658.4060705645837
3479526187,455.9873526875575,647.6394194469358
3479526188,457.4274216729113,647.3060258786157
3479526189,459.6109993293137,647.0062518297835
3479526190,460.99932930914616,646.2063874285211
3479526191,461.48701734215445,645.3070652820741
3479526192,461.1794576985927,644.074349567357
3479526293,461.20436907161144,642.67493706843
3479526294,461.94979400214396,641.2433058633936
3479526295,462.1816613969757,639.3101834925487
3479526296,461.6412762287722,637.7776937289495
3479526297,461.230238574304,636.0126689555932
3479526298,461.5646258503683,634.9130305054985
3479526299,460.6390725303893,633.3133017029735
3479526300,459.6109993293137,631.7808119394241
3479526301,459.0457027882277,629.4484577745625
3479526302,457.6065919325478,628.1162843146608
3479526303,456.5018683529322,626.9508076389192
3479526304,455.808182427921,624.4853762094351
3479537355,516.2364664175566,664.2194458102052
3479537356,516.2517964932919,662.2653112396805
3479537357,516.6120532720488,660.0660343395408
3486696591,473.9177924690925,658.7646787724698
3486696592,475.98256203885313,659.4580813620044
3486696593,476.365813931281,659.5155147078292
3486696594,477.31052984582703,659.2479593652059
3486696595,477.82696177068567,659.1513032466786
3486696596,478.6538277282638,659.4202594025807
3486696597,479.17025965312246,660.0324148200531
3486696598,480.07090160008283,661.0844256175235
3486696599,480.8977675577971,661.4486370786741
3486696600,482.3244227268996,661.3211630672664
3486696601,484.66130114024594,660.5100921594749
3486696602,485.4881670978241,659.4580813620044
3486696603,485.98926894708364,658.5391478292062
3486696604,486.52103094754136,658.1371144086319
3486696605,487.4954488837478,658.2519811002317
3486696606,488.27728274406644,658.348637218759
3486696607,489.4136246048264,658.3864591781827
3486696608,491.2292804445362,657.9844257576084
3486696609,492.11555044557133,657.4675256453845
3486696610,492.41065440269176,656.7797263090646
3486696611,492.5725783271091,655.8229708168427
3486696612,493.104340327703,655.2290259724925
3486696613,493.842100220436,655.2864593182675
3486696614,494.30008623164764,655.5736260472919
3486696615,494.74274216726025,656.1661700783134
3486696616,495.22947207059457,658.2337705271592
3486696617,495.5686499951645,659.0756593277813
3486696618,496.4846220178601,659.8979367420523
3486696619,497.97451374911515,661.1222475769472
3486696620,499.0524096962281,662.2134811471202
3486696621,499.6723196321294,662.8634585240163
3486696622,500.45511162212193,663.0931919072159
3486696623,501.532049439561,662.8830699103677
3486696624,502.3435853214039,662.7107698729928
3486696625,503.2883012359499,662.32834783872
3486696626,503.99731723683254,661.8310591128972
3486696627,504.60189709686244,661.0073808853475
3486696628,505.2074350867024,660.1472815116529
3486696629,505.69416498990057,659.5925594400052
3486696630,506.27000095808006,658.9411812498303
3486696631,506.7864328830749,658.5783706019585
3486696632,507.2884928620083,657.9087818387111
3486696633,507.71390246240173,657.5137524846801
3486696634,508.02625275460514,656.9128035737368
3486696635,508.83874676639425,656.6074262716899
3486696636,509.60620868065155,656.9324149601379
3486696637,510.2701925841385,657.4297036859607
3486696638,510.9782504550749,658.2715924865829
3486696639,511.24461052034496,659.1905260193811
3486696640,511.34808853125145,660.6823921968994
3486696641,511.46593848808317,661.4290256923229
3486696642,511.55408642325443,662.576291794992
3486696643,511.37683242310186,663.1898480257432
3486696644,511.5243844017301,663.8594367889906
3486696645,511.8645204561101,664.1648140910377
3486696646,512.1893264347548,663.8972587484143
3486696647,512.4844303918752,662.7878146051689
3486696648,512.7795343489956,661.4752525316185
3486696649,513.0152342627953,660.0506253930757
3486696650,513.3850723388356,658.8263145582305
3486696651,513.8564721662985,658.2337705271592
3486696652,514.284756155986,657.5823923369842
3486696653,514.6842962536867,657.6426273094164
3486696654,514.9017917025933,659.6948188117971
3493860225,513.7769473987369,669.4472810913983
3493860226,514.3029606208789,674.7493594781103
3493860227,514.9046660917511,679.3076059960063
3493860228,516.3380281689792,682.4258164289938
3501750690,511.04052888768973,672.7349899351533
3501750691,505.913576698291,672.781216774449
3501750692,472.3742454728322,677.574799928809
3173011670,76.86595765075775,767.6148771976639
3173011687,76.5037846125169,771.9167748794656
3173011690,75.45175816809653,776.3853693454274
3499376980,77.23004694834636,688.4885364442657
3499376984,70.58062661687434,689.8431229171758
3499376982,79.63974322126487,689.2211618065527
3499376991,92.9884066302463,706.1121687251338
3499376993,95.21318386507653,713.0910206465965
3499376995,94.9794002107609,717.1057515993738
3499376997,94.4141036696749,719.1145178890662
3499377001,94.83184823226875,723.9585303227077
3499377003,93.23847848997106,728.3458776165077
3499377006,91.3413816230795,731.6854165528229
3499377008,85.42876305453044,735.4620092425288
3499377010,83.7941937338049,737.4217470663181
3499377012,83.86796972318713,739.716279271756
3499377014,85.80339177921256,742.9395507031429
3499377018,80.06036217301654,748.1561794778069
3499377024,83.07942895474284,750.9956280616422
3499377027,81.60582542876077,750.9339922758813
3499377030,78.12781450614892,751.5237346803453
3499377032,85.67500239528735,751.9061567145684
3499377033,85.03592986495528,752.208732390008
3499377036,79.94730286482657,754.7736215646767
3499377038,80.76362939544738,755.2050720648027
3499377039,79.24595190187966,755.0131606410766
3499377043,77.59701063522893,755.9096811608665
3499377044,81.00028743892082,756.0805803849624
3499377045,78.39609083076674,756.3705487405941
3499377049,79.49219124277273,758.4395500027188
3499377050,78.484238765938,764.3019537142931
3172840518,27.368975759385492,835.5487195865526
3173003048,61.918175721026834,817.4306002064691
3173009903,59.418415253453134,819.2446534457783
3173009910,57.68899108943068,820.6314586248476
3173009918,54.21768707480834,829.7563565406109
3173009930,53.22123215487716,848.7471826141968
3173010328,50.38421002208132,818.4433882311872
3173010340,57.154354699679,807.4820240631561
3173010348,56.86308326152641,806.1162310837667
3173010353,55.923157995622134,806.7802165937495
3173010357,54.654594232105296,808.9332666545935
3173010669,47.25687458080677,813.6428010102342
3173010744,39.060074734106614,826.114241928856
3173010749,37.45999808381941,829.7689638604188
3173011164,34.43997317241922,831.7202968042865
3173011698,73.47896905247498,781.7448810779143
3173011710,67.82887803009196,789.1888030190407
3173011727,66.24029893657215,796.5094533886456
3173011731,64.16690619906574,803.421066271083
3173011737,64.78777426464092,805.403217107831
3489575311,47.397719651309416,845.9007299638183
3489575322,50.022995113514355,848.1042093038939
3489575326,55.78231292525565,811.2488110596615
3489575327,48.61837692827277,824.2413545304432
3489575330,47.861454440972835,831.4289276353759
3489575332,49.76046756734832,837.9497136037184
3489575336,50.740634281870385,833.8033061995475
3489575337,51.944045223750734,836.4536449862641
3489575340,49.572674140102244,839.3883488753478
3489575343,47.03554661306857,828.9887108455076
3489599015,56.643671553135974,821.3052498280309
3489599017,54.37002970207837,836.8318645805512
3489599018,50.63044936283823,845.3866314782018
3502934648,64.27709111823405,802.0762854913237
3502934649,66.64846220174638,809.4137456206724
3502934651,66.11765833096256,812.1635421525735
3502934652,64.08833956117793,813.5629546514507
3502934653,51.06064961200952,846.423233329257
3502934654,53.29021749548149,847.9823385457507
3542011703,34.0940883395875,834.1002786217723
5507208027,50.431158378824755,843.9031701806052
5507208029,38.5455590687319,827.9969350204693
5507208030,45.175816805636984,816.5046626070778
5507208031,43.428188176721484,820.0361129671688
3494317594,243.25093417648722,689.8627343035271
3494317595,245.3367826004349,691.5240988918127
3494317596,246.59193254770042,692.0984323498117
3494317597,250.79333141712007,693.3801765304817
3494318415,243.14937242506463,689.6245960404556
3494318416,242.72492095434512,691.0071987795889
3494318417,242.81019450035856,692.2735340138436
3494318418,243.71850148511848,692.202092534932
3494318419,242.65976813257245,693.2597065856173
3494318420,244.06917696659195,693.7682018179693
3494318421,242.06668582930996,694.6086898053126
3494318422,243.87563476103026,695.7405469615665
3494318423,241.3892881095717,696.4255446712292
3494318424,240.62470058447224,698.0813060062503
3494318425,243.70317140938326,697.7591189444594
3494318426,243.40902558207287,699.2930095213374
3494318427,243.2068602089016,700.5705512620715
3494318428,243.19536265213418,701.8018661634601
3494318429,242.85043594911252,703.2040802889944
3494318430,242.64827057580507,704.2042609939047
3494318431,242.47005844597862,704.9901172620804
3494318432,242.19699147271908,705.837609315967
1821395153,169.40979208590755,867.9761469509041
1821395161,197.35268755398863,828.6973416765474
1821395190,164.55303248061054,871.041126478003
1821395194,181.38641372046564,860.7829705927069
1821395200,192.15004311585992,842.655045519423
1821395209,190.77895947111045,852.5714029565271
1821395227,200.16000766512403,829.0419417513466
1821395247,179.3302673181784,861.0827446415392
1821395263,190.1810865192062,861.42594390301
1821395328,202.69809332183158,836.303757961848
1821395356,174.08738143143188,866.8106702751625
1821395361,188.5733448309833,862.0072814276019
1821395370,194.302960620928,835.9339432474328
1821395373,201.6182811152347,830.2900664125289
3504093570,196.36773019068866,829.8656199789461
3504093643,191.14783941747694,858.1088179797031
5519911662,202.4537702405586,833.0104458648284
1821395157,244.2493053560385,832.9796279719977
1821395164,257.80779917599074,825.0972514642019
1821395187,237.74456261376463,832.8675629070054
1821395223,258.7017342148254,823.8393211098191
1821395289,253.8574302961059,826.272533833144
1821395308,216.79984669928126,837.1316386293834
1821395322,226.91290600743991,837.3949915320707
1821395334,211.0299894605826,840.1952173431537
1821395337,220.15042636777792,836.4830620658158
1821395350,208.22841812789898,839.8968441076499
1821395384,260.02491137302144,821.9384174451334
1821395395,250.07952476773187,832.6014083777106
1821395414,234.0241448692276,837.6485387415574
1821395421,240.16000766499877,832.2007757704151
3479308731,262.89259365715156,864.2079591410702
3489970949,255.72865766030486,828.7127506230124
3489970950,252.18836830507817,834.0232338895963
3489970951,251.46785474756436,834.1843274204917
3501771554,262.7249209542825,819.9352544087055
3501771555,265.1106639839923,820.2924618033128
3501795470,263.64664175529373,863.1279320773267
3504091120,248.01188080867723,785.0718126944216
3504091122,248.27536648465332,785.6237331394619
3504091123,247.81929673278944,785.7834258570288
3504091124,248.47848998763465,786.2414918101491
3504091125,247.21088435379167,786.4754276332845
3504091126,246.60247197479393,786.8984732535388
3504091127,246.20101561747302,787.0525627178909
3504091128,248.22650186842594,787.3187172472353
3504091129,243.54891252276545,787.5834709632014
3504091130,245.83021941175875,788.2264442735542
3504091131,243.49142473892852,788.3202987654244
3504091132,248.5972980741402,788.2614646063208
3504091134,248.53789403081936,788.6845102266248
3504091135,248.76113825817762,789.0879444605276
3504091136,242.8925936572142,789.4017266424963
3504091138,241.95458465079386,790.2464170697259
3504091139,244.59327392925013,790.2786357759348
3504091140,243.26913864138027,790.8067423946381
3504091141,243.480885311835,790.9314147793887
3504091142,241.69588962345952,790.9552286057257
3504091143,249.1319344638919,791.0504839109244
3504091144,242.54191817574076,791.1919660554686
3504091147,241.87410175342214,791.5954002893715
3504091148,249.59183673472364,791.6654409550042
3504091149,241.6211555045396,792.7874924181073
3504091151,250.3928331896092,793.1082786665696
3504091152,241.39886940699134,793.2119388516901
3504091160,241.5617514612187,793.9235520142971
3504091162,250.3928331896092,793.859114601929
3504091170,241.25035929868915,794.672987136328
3504091171,250.58637539530704,794.6855944561358
3504091176,250.86806553604,795.1086400763901
3504091184,241.33946536367046,795.8846906513653
3504091188,241.20628533110352,796.4043923901966
3504091190,251.20915972023002,796.3203435914771
3504093296,241.38449746092996,796.9044827426766
3504093298,251.2235316661552,797.0515681404355
3504093304,241.36916738533088,797.5194397867066
3504093308,251.26664750406695,797.6259015984344
3504093310,241.01274312540565,798.4439765727693
3504093312,251.1947877743048,798.571450584177
3504093316,240.90926511449916,799.8279801252312
3504093318,251.1056817093235,800.0338996821436
3504093324,240.35546613018053,801.0144690007024
3504093330,250.64482130881788,801.8983822006844
3504093342,240.13509629211623,802.9672027578987
3504093346,250.43020024920534,803.0414458634673
3504093350,250.56433841144616,803.8371078247939
3504093353,240.10347801097186,804.2321371788248
3504093356,250.75500622785006,804.7168185848398
3504093357,239.74705375104662,805.0488113398312
3504093362,251.0194500335,805.8010480885191
3504093364,250.9935805308074,806.1694619896057
3504093367,250.82782408742224,806.4944506780538
3504093373,239.96742358924712,807.360153305013
3504093376,250.8000383252457,807.2382825468201
3504093380,264.7130401456393,808.2468681316022
3504093381,239.9147264540519,807.9597014026276
3504093384,250.54134329791137,807.975110349043
3504093385,264.094088339548,808.7525617373468
3504093387,262.0973459807178,808.5172251008827
3504093388,240.12455686502273,808.6531039921623
3504093393,249.72597489696446,808.9542788542733
3504093395,240.35834051933836,809.5468228853447
3504093404,249.24211938292407,810.0441116111675
3504093408,248.87036504739976,810.8888020384469
3504093413,248.4392066685546,811.5611924283016
3504093418,248.15751652782163,812.0963031135482
3504093422,247.83271054904074,812.7869040764755
3504093424,247.6477915109525,813.2379659630026
3504093427,247.2492095430617,813.5111245588904
3504093447,247.06908115361517,814.5379207167451
3504093450,246.9368592507221,815.1010476682646
3504093521,265.3166618759953,824.0690544930187
3504093524,265.3904378653775,824.3492171554499
3504093525,265.6299702980088,824.4094521278821
3504093527,265.6577560601853,824.723234309801
3504093529,265.5466130114792,825.3101750876576
3504093531,265.6357190763244,825.5020865114334
3504093535,265.6232633898831,826.0806224093683
3504093547,263.01140174379333,827.6761487719572
3504093550,264.83663888092275,827.8302382363094
3504093572,265.66733735746874,830.2606493329771
3504093580,260.4282839896901,831.1361576531368
3504093607,257.0700392833939,839.200639891508
3504093611,255.3386988598875,840.5468214845461
3504093613,252.09638785093907,840.9278427054405
3504093617,252.8312733543781,841.6898851472793
3504093618,252.44323081344467,841.7921445190711
3504093621,252.62623359204903,843.7770969824763
3504093625,250.62757497373488,844.090879164445
3504093627,250.17821212999667,846.6067398731608
3504093629,248.65478585797717,848.1952621692064
3504093631,248.57621922008937,850.6396813990107
3504093635,249.33697422635714,854.6109871390998
3504093640,250.3315128868044,856.8480859987129
3557128237,228.8924020313233,838.9190764157481
5519911661,223.5661588579111,837.2240923079747
5519911663,214.00594040439717,839.1404049190758
5519911664,230.46565104924403,839.440178967908
1821395162,134.2042732585788,955.5774082432193
1821395166,136.3543163744891,950.8482625011776
1821395189,132.4288588674868,962.6557179098168
5522668820,139.79975088628268,941.3535498710489
5522670321,138.52735460379802,946.9413941734566
5522670322,133.16278624125195,959.7728441132932
1821395148,134.15253425319364,977.893765119984
1821395152,132.71725591648158,968.8052883504154
1821395168,130.51451566551222,1006.3442834909819
1821395173,126.4415061800178,1043.014774377982
