,special,type,interaction_time,x,y
341471911,False,normal,30000000,465.21663313213264,829.8815892507128
341471913,False,normal,30000000,465.4868257162072,830.897459064714
341471915,False,normal,30000000,465.5659672319537,832.315922624651
341471916,False,normal,30000000,466.4503209734506,833.4892438549729
341471920,False,normal,30000000,466.7569224873111,832.7560581673446
341472766,False,normal,30000000,467.29155887709004,833.830762140479
341472767,False,normal,30000000,467.7620005749062,834.7631434810922
341472768,True,market,6,468.5683625563197,834.8659631782057
341472769,False,normal,30000000,468.0035770176931,830.558555630721
341472770,False,normal,30000000,470.6026636006807,831.7945399098451
341477893,False,normal,30000000,471.5452716298353,830.6859362545669
341477894,False,normal,30000000,470.7220465651541,833.6136360770873
341477895,False,normal,30000000,470.87419756638036,834.8169347122727
341477896,False,normal,30000000,472.50707709463336,835.4116945753175
341477897,False,normal,30000000,470.1912426942886,837.8340064241114
341477898,False,normal,30000000,471.882724920965,839.6463786874461
341477899,False,normal,30000000,471.972022611881,841.2130482958248
341477900,False,normal,30000000,470.74849094570544,841.8176393213728
341477903,False,normal,30000000,468.65133659100684,845.5076617483876
341477904,False,normal,30000000,466.63753952283776,846.447047155574
341477905,False,normal,30000000,462.41678643286195,845.2636400694057
341477906,False,normal,30000000,465.390054613399,848.2692251120795
341477907,False,normal,30000000,471.49717351734705,843.2192931215557
341477909,False,normal,30000000,471.51231196703867,845.358054886657
341477910,False,normal,30000000,471.38353933121664,846.6678153335603
341477911,False,normal,30000000,470.94759030370244,849.0391121084685
341477912,False,normal,30000000,471.03075596437895,850.7147649925466
341477913,False,normal,30000000,471.3992526587942,851.577385830203
341478285,False,normal,30000000,471.7066206764483,852.735017951394
341478286,False,normal,30000000,472.0226118616576,853.905257392423
341478287,False,normal,30000000,472.4957363226969,854.9953703119829
341478288,False,normal,30000000,475.0895851298557,862.4743125858759
341478289,True,market,3,471.7865286959885,862.9292967496733
341478777,False,normal,30000000,289.78844495549777,809.5213280830731
341478778,False,normal,30000000,291.19814122835584,807.7351043348832
341478779,False,normal,30000000,290.33534540578313,806.2876906331642
341478781,False,normal,30000000,288.02230046950433,805.6944111751128
341478783,False,normal,30000000,277.9308230334344,805.2171890999855
341478785,False,normal,30000000,278.73526875541836,804.5128601665974
341478789,False,normal,30000000,269.54546325572187,796.4492184161936
341478792,False,normal,30000000,285.5408642330465,792.0870857619695
341478795,False,normal,30000000,284.7322027403069,787.8504659805332
341478798,False,normal,30000000,283.98160390920873,782.0264445537041
341478801,False,normal,30000000,293.2754622976432,787.2506377202628
341478805,False,normal,30000000,291.1296349525975,810.3934744512541
341478811,False,normal,30000000,298.19469196129916,814.817242891199
341478816,False,normal,30000000,300.80732011115526,810.5724983925563
341478843,False,normal,30000000,425.8608795631285,820.3737089754147
341478847,False,normal,30000000,424.20107949283994,820.8095953843998
341478850,False,normal,30000000,422.69154610199945,820.8847723654877
341478855,False,normal,30000000,428.4924786816167,817.6740615601195
341478875,False,normal,30000000,470.2443230813533,842.8293066954478
341478894,False,normal,30000000,508.4252179745561,793.2169817796033
341478896,False,normal,30000000,499.35268755388705,797.265612414544
341478897,False,normal,30000000,501.0069943470383,795.5210395155362
341478900,False,normal,30000000,500.1195745903945,793.8036423947641
341478902,False,normal,30000000,497.3728082782703,792.393023389368
341478904,False,normal,30000000,497.5182523713982,802.1048620828982
341478906,False,normal,30000000,498.4606687745635,802.140442741036
341479662,False,normal,30000000,469.4019354220779,812.2282597275774
341479663,False,normal,30000000,467.23349621542155,810.7767369734844
341479664,False,normal,30000000,467.27718693111035,812.1316036090303
341479665,False,normal,30000000,468.301619239289,811.9618250356073
341479666,False,normal,30000000,470.38306026638276,811.2289195106545
341480646,False,normal,30000000,471.4736035259263,789.0800999059871
341480647,False,normal,30000000,471.541822362737,791.5144332799549
341480648,False,normal,30000000,474.81690140843847,787.8330958954577
341480649,False,normal,30000000,475.37625754530126,790.3862182382958
341480650,False,normal,30000000,474.0287438919454,792.1330324386194
341480651,False,normal,30000000,474.88531187121123,791.7209131621689
341480652,False,normal,30000000,475.9041870269546,791.2258657376321
341480653,False,normal,30000000,476.5080003832998,789.8026394124379
341480654,False,normal,30000000,477.2501676726961,790.2646276428084
341480655,False,normal,30000000,477.774264635436,790.0183646625208
341480656,False,normal,30000000,477.5157612340637,791.6612385150681
341480657,False,normal,30000000,480.4897959183942,791.1807595489893
341480660,False,normal,30000000,478.2211363418587,795.4232627463359
341480662,False,normal,30000000,478.26904282841224,794.0765208279665
341480664,False,normal,30000000,478.4179361885839,792.3134571932403
341480802,False,normal,30000000,480.9993293092469,789.0548852663712
341480803,False,normal,30000000,478.3709878317588,797.8021239131192
341481243,False,normal,30000000,490.7944811727396,789.5205156113565
341481244,False,normal,30000000,489.8269617706208,789.4588798256157
341481245,False,normal,30000000,489.2779534349167,792.2218440026261
341481246,False,normal,30000000,490.3568075117308,792.9160870801379
341481247,False,normal,30000000,491.32528504363233,793.8935746093939
341481248,False,normal,30000000,491.96474082594284,794.5110531174155
341481249,False,normal,30000000,495.82006323659607,789.8617537341971
341481250,False,normal,30000000,496.52601322222273,796.2057570625432
341481251,False,normal,30000000,496.9201877933957,799.510275666042
341482459,False,normal,30000000,468.470824949718,776.8000100858395
341482460,False,normal,30000000,467.0938009006909,781.6485051220528
341482461,False,normal,30000000,449.93005652964695,780.2409679059494
341482462,False,normal,30000000,449.10568170930253,781.13020419654
341482463,False,normal,30000000,442.64654594233764,754.4870151609738
341482464,False,normal,30000000,467.1639359969584,754.2970648758579
341482465,False,normal,30000000,453.8133563284658,736.6919233306585
341482466,False,normal,30000000,437.733639934856,723.6402655381671
341482467,True,market,6,437.8953722334476,724.7323395963572
341482636,False,normal,30000000,454.2184535786563,734.6232022311997
341483958,False,normal,30000000,427.0418702692239,723.9571295093791
341483960,False,normal,30000000,427.24135287917215,724.8522492158702
341483961,False,normal,30000000,427.42282265024386,725.8759635844417
341483963,False,normal,30000000,428.4493628437323,733.221268268341
341483965,False,normal,30000000,428.50397623838415,735.3614308467311
341484380,False,normal,30000000,405.6665708537269,742.4232109162406
341484381,False,normal,30000000,406.10922678936674,740.2679195540708
341484382,False,normal,30000000,406.7373766407902,741.0904771310172
341484383,False,normal,30000000,406.2040816326909,736.262994294474
341484384,False,normal,30000000,405.81239819875157,720.3147347349784
341484385,False,normal,30000000,406.2502634856952,719.4288603963465
341484979,False,normal,30000000,438.4727412091597,705.7857792234068
341484980,False,normal,30000000,439.1277186931403,705.0366242640317
341484981,False,normal,30000000,437.1290600747445,700.0623361923753
341484982,False,normal,30000000,438.38689278528744,698.3079576001569
341487044,False,normal,30000000,491.80530803875934,812.5907902127835
341487046,False,normal,30000000,494.00364089301104,812.1750288217086
341487047,False,normal,30000000,488.6902366581003,807.8162581194434
341487049,False,normal,30000000,489.4716872664677,803.8446722166785
341487050,False,normal,30000000,417.0133180032852,793.5887576326586
341487051,False,normal,30000000,422.84966944529987,798.1797831821048
341487053,False,normal,30000000,420.9420331513421,783.3849533038745
341487055,False,normal,30000000,421.31723675385575,784.4341624747075
341487056,False,normal,30000000,411.51461147841655,770.0688219580128
341487057,False,normal,30000000,408.56031426656614,762.860796978702
341487058,False,normal,30000000,407.482993197312,752.8828037558571
341487059,False,normal,30000000,401.08958512981513,756.5372455247443
341487060,False,normal,30000000,392.6338986299003,729.6141739894024
341487061,False,normal,30000000,389.73900546137077,737.1312183853848
341487062,False,normal,30000000,392.8082782408679,727.5818740360486
341487063,False,normal,30000000,393.0566254671252,725.3184398861669
341487064,False,normal,30000000,393.4245472836816,724.2681100647006
341487065,False,normal,30000000,393.1694931494075,719.5829498606687
341487066,False,normal,30000000,393.23043020023385,709.1519336126365
341487067,False,normal,30000000,394.4631599118506,709.0530361928035
341487068,False,normal,30000000,392.56165564818696,704.6275867768543
341487069,False,normal,30000000,393.78959471116195,705.5736960879384
341487070,False,normal,30000000,424.6563188655849,690.4793723235614
341487071,False,normal,30000000,503.4933409983607,693.6216767454919
341487072,False,normal,30000000,505.32164415063716,684.2650843079388
341487073,False,normal,30000000,504.4857717734982,676.9026897016299
341490293,False,normal,30000000,459.1809907061589,705.1315994066147
341490295,False,normal,30000000,458.3978154642424,701.7110934608529
341490297,False,normal,30000000,458.5972980741361,698.9086263484444
341490299,False,normal,30000000,460.9405001437658,694.7860327706105
341490301,False,normal,30000000,460.11190955258405,695.6094308355343
341490303,False,normal,30000000,459.12446105205026,683.8655723512961
341490304,False,normal,30000000,461.7307655456775,683.6568511677764
341493024,False,normal,30000000,460.24259844786275,676.2824095669911
341493025,False,normal,30000000,460.6371562709598,675.4175474280191
341493026,True,market,5,460.6710740634304,670.9797708549577
341493028,False,normal,30000000,458.4579860113296,670.7054916084269
341493079,False,normal,30000000,435.7428379802762,668.9093687795046
341493879,False,normal,30000000,427.7357478202788,667.2331555701151
341493880,False,normal,30000000,423.2210405289002,667.2452025646015
341493981,False,normal,30000000,423.0533678260038,665.0145474462402
341494089,False,normal,30000000,424.67356520074975,663.7832325448117
341494372,False,normal,30000000,426.4769569800075,664.2387770339406
341494415,False,normal,30000000,428.4645012935327,662.9287364243617
341494829,False,normal,30000000,449.8488071284816,657.4288631979637
341494830,False,normal,30000000,452.73680176297796,655.8114841476777
341669457,False,normal,30000000,424.6858292613107,838.9986426118758
341669460,False,normal,30000000,425.0108268659991,841.9661255324702
341669462,False,normal,30000000,423.7183098591646,833.6346482767773
341669528,False,normal,30000000,410.47159145352987,828.4519191842568
341669589,False,normal,30000000,404.6379227747926,836.2211099764272
341669667,False,normal,30000000,405.8698859825885,835.4896052648031
341669688,False,normal,30000000,407.6430008623271,832.6829357124585
341669698,False,normal,30000000,406.3029606208904,833.9050052460277
341669702,False,normal,30000000,408.9171217783337,832.3444992162252
341669719,False,normal,30000000,409.7265497748396,833.5996279439609
341669722,False,normal,30000000,409.3879467279923,828.1361758636879
341669724,False,normal,30000000,406.8843537415325,820.797595083696
341669727,False,normal,30000000,405.9816039092351,821.3960225306579
341669771,False,normal,30000000,401.66810386129936,819.1953448171796
341669791,False,normal,30000000,427.16949314938273,866.8910769592574
341669793,False,normal,30000000,426.4669924308,869.5982887664275
341669796,False,normal,30000000,426.7195554278402,872.4637924778956
341669797,False,normal,30000000,420.30870939924387,877.128780970205
341669807,False,normal,30000000,444.47887323943496,874.4431416880464
341669844,False,normal,30000000,439.71792660727226,882.9253464561423
341669989,False,normal,30000000,454.0557631503093,881.5982159241441
341670071,False,normal,30000000,447.78959471112904,888.3509765769719
341741580,False,normal,30000000,329.86241257068946,848.7533461927729
341741914,False,normal,30000000,330.67586471209796,860.2114387613253
341742285,False,normal,30000000,324.2059978921048,837.046749342657
341742452,False,normal,30000000,325.63974322122965,836.6248243730058
341742512,True,market,3,335.0230909265423,835.3781005251521
341742620,False,normal,30000000,330.02586950277566,836.3743589527921
341742821,False,normal,30000000,327.1290600747349,819.0132390866045
341742822,False,normal,30000000,328.96866915781675,818.9888649349757
341742904,False,normal,30000000,332.47695698000234,816.9963480796858
341871183,True,market,4,546.7684200440731,729.8702426628706
341871184,False,normal,30000000,547.7313404235393,727.8043231900293
341871185,False,normal,30000000,547.7110280732276,724.6309207125624
341871186,False,normal,30000000,548.6536361023822,724.4462935180056
341871187,False,normal,30000000,536.6906199099556,729.9321586112774
341871188,False,normal,30000000,540.43384114212,748.5789449354054
341871189,False,normal,30000000,538.9759509437428,717.9050556753148
341871190,False,normal,30000000,547.8411420906202,723.2990274152966
341871191,False,normal,30000000,546.4777234837521,720.0673511040478
341871192,False,normal,30000000,544.6348567596156,719.1641066803406
341871193,False,normal,30000000,548.3981987161296,720.042136464422
341871194,False,normal,30000000,549.4925744946137,719.3960813648358
341871195,False,normal,30000000,547.1279103190908,718.9968495708391
341871196,False,normal,30000000,564.7189805500122,730.3277482906497
341871197,True,school,3,553.0069943470116,753.312293117373
341871198,False,normal,30000000,553.1319344639475,754.5822704662222
341871199,False,normal,30000000,552.9976685510289,755.7621288253064
341871200,False,normal,30000000,553.0727220465886,756.458239653928
341871201,False,normal,30000000,562.5447925648768,759.4750312031011
341871202,False,normal,30000000,570.2556290121995,751.7467441596473
341896210,False,normal,30000000,264.6482705758723,867.0174303200223
342046096,False,normal,30000000,293.08172846606493,649.5621757992587
342046108,False,normal,30000000,285.29481651819714,656.3959034615428
342046126,False,normal,30000000,286.48404714003266,654.897313380137
342046128,False,normal,30000000,289.1532049440246,647.4012811838345
342047168,False,normal,30000000,309.45367442758294,656.1101375458471
342047209,False,normal,30000000,309.7121778289008,659.4323063970771
342047312,False,normal,30000000,308.43460764593203,657.8832870364396
342047506,False,normal,30000000,307.5508287822123,659.5687456136882
342047794,False,normal,30000000,302.42598447828675,647.3631790617649
342047835,True,market,6,289.67845166240033,646.1963015726847
342047857,False,normal,30000000,293.9204752323618,644.97787415372
342048041,False,normal,30000000,291.3824747426486,652.7511428690982
342048329,False,normal,30000000,286.2243939829699,659.260286522358
342048892,False,normal,30000000,284.3932164415085,657.917186718583
342048941,False,normal,30000000,278.4357574015529,661.8845701814417
342048953,False,normal,30000000,278.9142473891201,663.4963459784831
342048995,False,normal,30000000,279.7993676343832,662.7771684239912
342049022,False,normal,30000000,282.075308996876,660.5490347695714
342049033,False,normal,30000000,281.33908211175736,661.7159122586417
342049130,False,normal,30000000,237.8578135479983,641.8593835580766
342049138,False,normal,30000000,239.39312062857303,643.4644354512103
342049217,False,normal,30000000,244.63389862987364,644.0227996374624
342049351,False,normal,30000000,242.67567308619374,647.8274085934214
342049457,False,normal,30000000,244.72864397269473,648.6538084011438
342049663,False,normal,30000000,246.99366265624002,645.7365146203734
342050069,False,normal,30000000,245.2661205327651,646.474117872823
342070411,False,normal,30000000,535.2892593657414,780.0353285117128
342070412,False,normal,30000000,493.72137587431035,861.0690166710585
342070413,False,normal,30000000,609.2212321548789,782.5906921558466
342070415,False,normal,30000000,541.8376928236496,870.336517381989
342070416,False,normal,30000000,438.5677876784459,840.8995462765517
342070417,False,normal,30000000,498.46430966751484,778.5162865559585
342070418,False,normal,30000000,551.9057200345217,838.9168351144523
342070419,False,normal,30000000,468.3537414966527,801.5425756193857
342070420,False,normal,30000000,499.28887611387574,777.7996304654382
342070421,False,normal,30000000,509.6293954201211,799.2920289519973
342070422,False,normal,30000000,502.9843824854485,779.4363407394096
342070423,False,normal,30000000,555.4598064578419,779.8134396830537
342070424,False,normal,30000000,486.05787103573675,852.5237753039225
342070425,False,normal,30000000,541.5828303152015,804.5190237451734
342070426,False,normal,30000000,553.4644054805278,771.750638420647
342070429,False,normal,30000000,609.3187697614533,776.6285505364319
342070430,True,market,6,518.9111813739839,775.5174254172023
342070431,False,normal,30000000,552.9638785091271,844.8459175397105
342070432,False,normal,30000000,503.309763341952,778.6549670738654
342070433,False,normal,30000000,552.0153300756949,815.7339351227113
342070434,False,normal,30000000,447.20513557539437,855.6106075187084
342070435,False,normal,30000000,489.6177062374544,814.8309708616598
342070436,False,normal,30000000,583.7294241640517,781.0139366916416
342070437,False,normal,30000000,526.9052409696267,808.1765473033536
342070438,False,normal,30000000,503.019450033555,777.2124095249558
342070439,False,normal,30000000,554.5250550925033,833.6831164173688
342070440,False,normal,30000000,554.2696177062508,774.8921023546203
342070441,False,normal,30000000,605.165277378587,781.763932138974
342070442,False,normal,30000000,561.4295295583039,775.6278095061905
342070444,False,normal,30000000,555.7307655456282,778.842956220371
342070445,False,normal,30000000,563.2505509246231,858.5349453892801
342070446,False,normal,30000000,608.3937913193602,778.7199648115551
342070448,False,normal,30000000,581.220274025102,827.8307985616308
342070450,False,normal,30000000,610.598256203906,781.2534757680017
342070451,False,normal,30000000,521.1039570758002,855.5290801839407
342070452,False,normal,30000000,541.560026827656,815.6616531558027
342070453,True,market,4,564.6107118904096,770.9286411690418
342070455,False,normal,30000000,552.1207243460855,840.1355426960629
342070456,False,normal,30000000,504.9970297978455,780.6393592119491
342070457,False,normal,30000000,494.522947207082,848.5810461553783
342070458,False,normal,30000000,584.4250263486011,780.3149308488325
342070459,False,normal,30000000,508.6634090255895,799.7316041693597
342070460,True,market,4,552.1577081536758,785.8327344856274
342070461,False,normal,30000000,594.785283127354,805.9879165843619
342070462,False,normal,30000000,485.8265785187638,845.0722889709514
342070463,False,normal,30000000,552.2830315224539,847.8991302349887
342070464,False,normal,30000000,528.6982849478075,853.87724112617
342070465,False,normal,30000000,517.6945482418687,775.4947322415181
342070466,False,normal,30000000,562.7643958992293,775.440660847672
342070467,False,normal,30000000,551.3132126090089,816.0163390864484
342070468,False,normal,30000000,563.8097154354695,776.0488939878244
342070469,False,normal,30000000,606.097920858507,781.1391694017335
342070470,False,normal,30000000,603.6196224969082,814.3300400212125
342070471,False,normal,30000000,494.52927086331084,847.6539879053638
342070472,False,normal,30000000,596.1000287439568,795.2260282319812
342070474,False,normal,30000000,541.2106927277804,879.6132634607387
342070475,False,normal,30000000,511.0535594519626,873.5760382477984
342070476,False,normal,30000000,589.4912331129723,791.9859470408405
342070478,False,normal,30000000,549.172750790491,855.6557137073711
342070479,False,normal,30000000,534.7958225544447,861.0614522791736
342070480,False,normal,30000000,506.5777522276583,769.4552657272518
342070481,False,normal,30000000,528.3884257928923,847.89772942169
342070482,False,normal,30000000,564.7803008527353,774.6620888087452
342070483,False,normal,30000000,586.0885311871664,768.5721930152571
342070485,False,normal,30000000,425.85781354795415,851.1153975998222
342070486,False,normal,30000000,484.8718980550103,842.3981363579675
342070488,False,normal,30000000,588.1567500239709,791.6253776942747
342070491,False,normal,30000000,509.3467471495781,871.454646567782
342070493,False,normal,30000000,601.4645971064758,809.5515856506221
342070495,False,normal,30000000,518.520072817849,840.5644717322672
342070496,False,normal,30000000,552.940308517788,842.6169433973037
342070498,False,normal,30000000,512.0526971352258,873.7197616936285
342070501,False,normal,30000000,551.8978633707055,848.8020944960401
342070503,False,normal,30000000,467.3959950177793,783.1952831813944
342070505,False,normal,30000000,563.6115742071736,775.1223960631314
342070507,False,normal,30000000,425.49928140271913,862.4992470628258
342070508,False,normal,30000000,517.8028169013897,835.1172690864263
342070510,False,normal,30000000,593.1867394845451,795.6387078337334
342070512,True,market,5,509.77043211653125,872.5080581785512
342070516,False,normal,30000000,519.5240011497538,842.2941960101713
342070518,False,normal,30000000,590.916355274542,770.5302498630621
342070520,False,normal,30000000,552.8195841717168,843.4352985343043
342070522,False,normal,30000000,580.6494203315535,825.5679247371003
342070523,False,normal,30000000,399.2504231739825,843.2919486386853
342070526,False,normal,30000000,525.5747820255281,848.024923270422
342070527,False,normal,30000000,518.4211938296494,839.275723485044
342070531,False,normal,30000000,409.26051547379546,897.2027158968174
342070533,False,normal,30000000,586.8985340615038,764.2618904535835
342070535,False,normal,30000000,552.4029893647587,846.8798984690387
342070536,False,normal,30000000,470.9061990993943,894.9995167193977
342070538,False,normal,30000000,580.9987544313746,826.4451140331846
342070539,False,normal,30000000,527.9329309188327,776.1194949787684
342070540,False,normal,30000000,547.4509916642953,858.5649227941534
342070542,False,normal,30000000,591.0541343298158,767.4050353635212
342070543,False,normal,30000000,400.8753473220721,860.9583524193946
342070544,False,normal,30000000,583.6357190763905,828.7026647671362
342070545,False,normal,30000000,509.51691098973544,770.1338196957025
342070546,False,normal,30000000,435.1685350196566,881.9769958437726
342070547,False,normal,30000000,525.0675481460289,779.0777325314837
342070548,False,normal,30000000,507.92354124751944,863.8588764636592
342070549,False,normal,30000000,484.79793043980226,841.3528494643846
342070551,False,normal,30000000,547.4329788253642,856.7528306934844
342070552,False,normal,30000000,407.04397815470526,899.2910483826774
342070553,False,normal,30000000,551.8413337165969,872.7117364341477
342070554,False,normal,30000000,400.3393695506408,868.1333182045391
342070555,False,normal,30000000,486.81153588198214,855.8254922808043
342070556,False,normal,30000000,493.5765066590684,890.0807008549058
342070557,True,hospital,4,506.6750982083251,771.1681802454219
342070558,False,normal,30000000,519.8660534636449,834.7026283459845
342070561,False,normal,30000000,530.0068985340889,774.8074932305497
342070562,False,normal,30000000,508.43575740159514,865.5199608892693
342070563,False,normal,30000000,546.3537414966535,860.9984156801341
342070564,False,normal,30000000,568.2251604867246,834.7225198950413
342070565,False,normal,30000000,470.8669157804232,801.8647626812066
342070566,False,normal,30000000,485.69608124944705,853.9800608232832
342070568,False,normal,30000000,536.0057487784071,778.4476467036544
342070569,False,normal,30000000,410.6296828590883,857.5227176898734
342070570,False,normal,30000000,508.7350771294713,771.6548227900969
342070571,False,normal,30000000,518.8126856376267,834.7183174550953
342070572,False,normal,30000000,444.057104531993,850.9643899247633
342070574,False,normal,30000000,484.8193925457771,835.9415076393076
342070575,False,normal,30000000,491.4782025485978,890.8800049308569
342070576,False,normal,30000000,499.925649132936,770.8213388693368
342070577,False,normal,30000000,598.9153971447886,769.8180763751235
342070578,False,normal,30000000,552.1981412283372,779.3789073936148
342070579,False,normal,30000000,469.81373958033976,801.8017260821571
342070580,False,normal,30000000,485.1296349525891,855.0371145486868
342070582,True,market,6,518.6574686213078,833.783974975862
342070583,False,normal,30000000,513.0060362173541,874.8740318629007
342070584,False,normal,30000000,546.434799271884,862.375135003377
342070585,False,normal,30000000,542.2891635527521,806.4720376650653
342070586,False,normal,30000000,529.9264156366901,886.3217584129212
342070587,True,market,5,442.6559356137135,847.735235077466
342070589,False,normal,30000000,509.52994155406276,772.2865895938908
342070590,False,normal,30000000,583.8202548625276,779.0446733373176
342070591,False,normal,30000000,500.82782408740184,771.1071047850326
342070592,False,normal,30000000,533.5418223627336,779.3455680368025
342070593,False,normal,30000000,562.8320398581812,856.7718817545341
342070596,False,normal,30000000,583.130976334234,765.5750128524453
342070597,False,normal,30000000,536.1094184152483,779.7761780489615
342070598,False,normal,30000000,502.48711315512963,771.8988444690988
342070599,False,normal,30000000,486.0578710357639,850.6901106782323
342070600,False,normal,30000000,488.9539139599839,892.3085543466201
342070602,False,normal,30000000,551.137683242351,872.4273713317905
342070603,False,normal,30000000,500.3324710165668,775.6911262678956
342070605,False,normal,30000000,541.5995017725618,806.9707272041968
342070606,False,normal,30000000,493.4858675865,847.5192296647372
342070608,False,normal,30000000,539.2196991472931,870.6466574492936
342070609,False,normal,30000000,586.4340327680195,779.5400009245301
342070610,False,normal,30000000,533.5230430200361,778.3148496016578
342070612,False,normal,30000000,502.46986681999203,778.3509905851072
342070613,False,normal,30000000,541.2288971927006,805.5729956812542
342070614,False,normal,30000000,607.4916163648671,782.3351838077099
342070615,False,normal,30000000,556.3577656414975,774.1174525929439
342070616,False,normal,30000000,472.3880425410075,803.4490825373161
342070617,False,normal,30000000,550.6975184440267,815.8036956256683
342070618,False,normal,30000000,510.24681421867973,772.5858033173915
342084815,True,hospital,3,426.5411516719429,813.5453044037197
342084816,False,normal,30000000,433.4440931302379,809.5409394694442
342084817,False,normal,30000000,607.4732202740394,769.0717230423759
342084818,False,normal,30000000,505.4797355561683,855.3738700689357
342084819,False,normal,30000000,429.9919517102914,806.7816174070583
342084821,False,normal,30000000,426.0331512887045,812.6683952702612
342084823,False,normal,30000000,455.05240969631143,771.9377870791554
342084824,False,normal,30000000,598.2245856089352,766.1994954270301
342084826,False,normal,30000000,608.4508958513549,769.9290207894431
342084827,False,normal,30000000,424.45798601135436,807.2713417410063
342084828,False,normal,30000000,506.5231388329791,856.5788496801053
342084829,False,normal,30000000,425.93752994155955,813.8999903343753
342084830,False,normal,30000000,605.5983520169162,766.9270778613839
342084831,False,normal,30000000,504.8590591166641,854.3047693490656
342084833,False,normal,30000000,426.3294050014609,807.0295613633102
342084835,False,normal,30000000,574.2715339657266,789.5572169201372
342084836,False,normal,30000000,426.43269138645974,811.554468524414
342084837,False,normal,30000000,440.82514132414883,799.2777406562052
342084838,False,normal,30000000,549.2022611861894,767.9684424776766
342084839,False,normal,30000000,426.8979591837104,804.1071846313687
342084840,False,normal,30000000,452.4830890102474,807.1665609052527
342084841,False,normal,30000000,568.6425217975034,805.7663079183586
342084842,False,normal,30000000,422.4449554470061,804.9134927738829
342084843,False,normal,30000000,574.9058158474986,788.4088301667853
342084844,False,normal,30000000,548.290504934413,768.8279815260597
342084845,False,normal,30000000,452.7097825045677,805.7198009164072
342084846,False,normal,30000000,606.486538277299,779.5624139375086
342084847,False,normal,30000000,576.3899588004108,787.7851880801778
342084848,True,market,4,453.4138162307378,855.2704900465009
342084849,False,normal,30000000,575.9444284756132,787.350375628073
342084851,False,normal,30000000,399.02174954490744,797.1838049171206
342084852,False,normal,30000000,450.4047139982734,859.6847329559408
342084853,False,normal,30000000,453.8518731436434,806.6342518466035
342084855,False,normal,30000000,400.8494778192979,793.6013649524764
342084856,False,normal,30000000,451.0274983232781,858.658216960742
342084858,False,normal,30000000,418.4321165085988,822.8738805750396
342084859,False,normal,30000000,401.84669924307707,791.6727251842233
342084860,False,normal,30000000,417.0531762000878,791.7276370660664
342084861,False,normal,30000000,577.2555331992104,791.0737374119101
342084863,False,normal,30000000,433.3107214716818,813.8394751992673
342084864,False,normal,30000000,536.0425409600628,872.7341494471463
342084865,False,normal,30000000,441.0282648270757,796.2407773953594
342084866,False,normal,30000000,578.394366197204,785.1939636152605
342084868,False,normal,30000000,454.59442368496366,866.7529567666819
342084869,False,normal,30000000,436.48672990322154,834.4546843897324
342084871,False,normal,30000000,507.2216154067411,857.1349725650516
342084872,False,normal,30000000,579.5895372233988,786.8351564918336
342084873,False,normal,30000000,429.06524863470366,809.3008400677327
342084874,False,normal,30000000,576.6641755293606,790.1548038791218
