,age,education,familyId,homeId,homeX,homeY,infected,infectionTime,schoolId,sex,type,workplaceId
226,15,12,61,305,810.6070014521582,107.16960467981363,False,0,0,Male,student,0
227,6,3,61,305,810.6070014521582,107.16960467981363,False,0,0,Female,student,0
228,6,3,61,305,810.6070014521582,107.16960467981363,False,0,0,Female,student,0
229,5,8,62,482,268.6404791599467,331.35221559293814,False,0,0,Female,working,0
230,36,13,62,482,268.6404791599467,331.35221559293814,False,0,0,Male,working,0
231,5,2,62,482,268.6404791599467,331.35221559293814,False,0,0,Female,student,0
232,30,0,63,344,144.9217175152343,454.02760331937606,False,0,0,Male,working,0
233,28,0,63,344,144.9217175152343,454.02760331937606,False,0,0,Female,working,0
234,16,14,64,218,823.2051515710332,165.94301606590955,False,0,0,Female,working,0
235,41,12,64,218,823.2051515710332,165.94301606590955,False,0,0,Male,working,0
236,16,13,64,218,823.2051515710332,165.94301606590955,False,0,0,Male,student,0
237,10,7,64,218,823.2051515710332,165.94301606590955,False,0,0,Female,student,0
238,7,8,65,348,753.3567858026181,53.70988828669443,False,0,0,Female,working,0
239,49,13,65,348,753.3567858026181,53.70988828669443,False,0,0,Male,working,0
240,7,4,65,348,753.3567858026181,53.70988828669443,False,0,0,Female,student,0
241,11,8,65,348,753.3567858026181,53.70988828669443,False,0,0,Male,student,0
242,40,0,66,3,621.9322651797727,259.69323501667463,False,0,0,Male,working,0
243,38,0,66,3,621.9322651797727,259.69323501667463,False,0,0,Female,working,0
244,12,12,67,17,254.55993902329044,75.93917598103562,False,0,0,Female,working,0
245,31,12,67,17,254.55993902329044,75.93917598103562,False,0,0,Male,working,0
246,12,9,67,17,254.55993902329044,75.93917598103562,False,0,0,Male,student,0
247,14,11,67,17,254.55993902329044,75.93917598103562,False,0,0,Female,student,0
248,9,6,67,17,254.55993902329044,75.93917598103562,False,0,0,Male,student,0
249,48,0,68,456,158.23044226883133,133.57019169261253,False,0,0,Male,working,0
250,46,0,68,456,158.23044226883133,133.57019169261253,False,0,0,Female,working,0
251,7,8,69,73,126.01130604897281,872.7060199457436,False,0,0,Female,working,0
252,35,16,69,73,126.01130604897281,872.7060199457436,False,0,0,Male,working,0
253,7,4,69,73,126.01130604897281,872.7060199457436,False,0,0,Female,student,0
254,16,13,69,73,126.01130604897281,872.7060199457436,False,0,0,Female,student,0
255,13,15,70,68,216.61532231782365,404.15247150314804,False,0,0,Female,working,0
256,46,13,70,68,216.61532231782365,404.15247150314804,False,0,0,Male,working,0
257,13,10,70,68,216.61532231782365,404.15247150314804,False,0,0,Female,student,0
258,6,3,70,68,216.61532231782365,404.15247150314804,False,0,0,Female,student,0
259,14,11,70,68,216.61532231782365,404.15247150314804,False,0,0,Male,student,0
260,12,12,71,482,259.4029808454574,351.68782321868053,False,0,0,Female,working,0
261,33,12,71,482,259.4029808454574,351.68782321868053,False,0,0,Male,working,0
262,12,9,71,482,259.4029808454574,351.68782321868053,False,0,0,Male,student,0
263,16,13,71,482,259.4029808454574,351.68782321868053,False,0,0,Female,student,0
264,8,5,71,482,259.4029808454574,351.68782321868053,False,0,0,Female,student,0
265,15,15,72,91,218.09637146984684,19.744040562815425,False,0,0,Female,working,0
266,41,14,72,91,218.09637146984684,19.744040562815425,False,0,0,Male,working,0
267,15,12,72,91,218.09637146984684,19.744040562815425,False,0,0,Male,student,0
268,10,7,72,91,218.09637146984684,19.744040562815425,False,0,0,Male,student,0
269,49,0,73,345,651.50575538867,673.9249414140703,False,0,0,Male,working,0
270,47,0,73,345,651.50575538867,673.9249414140703,False,0,0,Female,working,0
271,13,7,74,378,62.51077547569184,297.8098129057328,False,0,0,Female,working,0
272,43,16,74,378,62.51077547569184,297.8098129057328,False,0,0,Male,working,0
273,13,10,74,378,62.51077547569184,297.8098129057328,False,0,0,Male,student,0
274,14,11,75,91,211.1618630516634,48.8676181928982,False,0,0,Female,working,0
275,40,13,75,91,211.1618630516634,48.8676181928982,False,0,0,Male,working,0
276,14,11,75,91,211.1618630516634,48.8676181928982,False,0,0,Female,student,0
277,15,12,75,91,211.1618630516634,48.8676181928982,False,0,0,Female,student,0
278,5,2,75,91,211.1618630516634,48.8676181928982,False,0,0,Female,student,0
279,10,11,76,330,657.2529723864452,58.6739064958024,False,0,0,Female,working,0
280,38,10,76,330,657.2529723864452,58.6739064958024,False,0,0,Male,working,0
281,10,7,76,330,657.2529723864452,58.6739064958024,False,0,0,Male,student,0
282,6,3,76,330,657.2529723864452,58.6739064958024,False,0,0,Male,student,0
283,16,13,76,330,657.2529723864452,58.6739064958024,False,0,0,Male,student,0
284,16,8,77,188,952.810521865691,706.6541272880211,False,0,0,Female,working,0
285,32,16,77,188,952.810521865691,706.6541272880211,False,0,0,Male,working,0
286,16,13,77,188,952.810521865691,706.6541272880211,False,0,0,Male,student,0
287,46,0,78,420,645.7737912478067,521.2454927642515,False,0,0,Male,working,0
288,44,0,78,420,645.7737912478067,521.2454927642515,False,0,0,Female,working,0
289,15,7,79,85,647.2089821423489,783.5899003286901,False,0,0,Female,working,0
290,40,14,79,85,647.2089821423489,783.5899003286901,False,0,0,Male,working,0
291,15,12,79,85,647.2089821423489,783.5899003286901,False,0,0,Male,student,0
292,12,14,80,480,504.47909499342825,417.35427621183,False,0,0,Female,working,0
293,48,15,80,480,504.47909499342825,417.35427621183,False,0,0,Male,working,0
294,12,9,80,480,504.47909499342825,417.35427621183,False,0,0,Female,student,0
295,13,10,80,480,504.47909499342825,417.35427621183,False,0,0,Male,student,0
296,8,7,81,241,888.2786118901682,274.52347172883105,False,0,0,Female,working,0
297,44,12,81,241,888.2786118901682,274.52347172883105,False,0,0,Male,working,0
298,8,5,81,241,888.2786118901682,274.52347172883105,False,0,0,Male,student,0
299,7,4,81,241,888.2786118901682,274.52347172883105,False,0,0,Male,student,0
300,42,0,82,435,742.842283003999,425.72485981807216,True,0,0,Male,working,0
301,40,0,82,435,742.842283003999,425.72485981807216,False,0,0,Female,working,0
302,6,7,83,5,596.8036476118054,177.05481792279733,False,0,0,Female,working,0
303,40,10,83,5,596.8036476118054,177.05481792279733,False,0,0,Male,working,0
304,6,3,83,5,596.8036476118054,177.05481792279733,False,0,0,Male,student,0
305,15,12,83,5,596.8036476118054,177.05481792279733,False,0,0,Female,student,0
306,12,9,83,5,596.8036476118054,177.05481792279733,False,0,0,Male,student,0
307,8,10,84,79,643.1347213060893,723.0284010015862,False,0,0,Female,working,0
308,50,11,84,79,643.1347213060893,723.0284010015862,False,0,0,Male,working,0
309,8,5,84,79,643.1347213060893,723.0284010015862,False,0,0,Male,student,0
310,8,8,85,420,671.7388627843617,507.6173838558288,False,0,0,Female,working,0
311,42,15,85,420,671.7388627843617,507.6173838558288,False,0,0,Male,working,0
312,8,5,85,420,671.7388627843617,507.6173838558288,False,0,0,Female,student,0
313,12,9,85,420,671.7388627843617,507.6173838558288,False,0,0,Male,student,0
314,6,3,85,420,671.7388627843617,507.6173838558288,False,0,0,Male,student,0
315,16,10,86,327,945.1235731175163,699.6598418309438,False,0,0,Female,working,0
316,37,11,86,327,945.1235731175163,699.6598418309438,False,0,0,Male,working,0
317,16,13,86,327,945.1235731175163,699.6598418309438,False,0,0,Female,student,0
318,16,13,86,327,945.1235731175163,699.6598418309438,False,0,0,Male,student,0
319,15,12,86,327,945.1235731175163,699.6598418309438,False,0,0,Female,student,0
320,14,13,87,479,354.62397735113484,422.5366993594215,False,0,0,Female,working,0
321,41,11,87,479,354.62397735113484,422.5366993594215,False,0,0,Male,working,0
322,14,11,87,479,354.62397735113484,422.5366993594215,False,0,0,Female,student,0
323,11,8,87,479,354.62397735113484,422.5366993594215,False,0,0,Male,student,0
324,9,6,87,479,354.62397735113484,422.5366993594215,False,0,0,Female,student,0
325,11,14,88,149,166.54734872990406,528.7675127011798,False,0,0,Female,working,0
326,33,16,88,149,166.54734872990406,528.7675127011798,False,0,0,Male,working,0
327,11,8,88,149,166.54734872990406,528.7675127011798,False,0,0,Female,student,0
328,14,12,89,466,956.9595647711275,222.1950282347034,False,0,0,Female,working,0
329,40,12,89,466,956.9595647711275,222.1950282347034,False,0,0,Male,working,0
330,14,11,89,466,956.9595647711275,222.1950282347034,False,0,0,Female,student,0
331,14,14,90,349,307.4350723103071,994.4188133111896,False,0,0,Female,working,0
332,48,15,90,349,307.4350723103071,994.4188133111896,False,0,0,Male,working,0
333,14,11,90,349,307.4350723103071,994.4188133111896,False,0,0,Male,student,0
334,15,13,91,182,794.6237766686161,959.3345923050997,False,0,0,Female,working,0
335,37,15,91,182,794.6237766686161,959.3345923050997,False,0,0,Male,working,0
336,15,12,91,182,794.6237766686161,959.3345923050997,False,0,0,Female,student,0
337,11,8,91,182,794.6237766686161,959.3345923050997,False,0,0,Female,student,0
338,8,5,91,182,794.6237766686161,959.3345923050997,False,0,0,Female,student,0
339,8,9,92,381,367.3580771880286,257.0601750336595,False,0,0,Female,working,0
340,31,10,92,381,367.3580771880286,257.0601750336595,False,0,0,Male,working,0
341,8,5,92,381,367.3580771880286,257.0601750336595,False,0,0,Female,student,0
342,7,4,92,381,367.3580771880286,257.0601750336595,False,0,0,Male,student,0
343,14,8,93,167,665.9883998276822,944.7559651197663,False,0,0,Female,working,0
344,35,15,93,167,665.9883998276822,944.7559651197663,False,0,0,Male,working,0
345,14,11,93,167,665.9883998276822,944.7559651197663,False,0,0,Female,student,0
346,14,11,93,167,665.9883998276822,944.7559651197663,False,0,0,Female,student,0
347,16,13,93,167,665.9883998276822,944.7559651197663,False,0,0,Male,student,0
348,5,8,94,109,682.8591950141287,51.090998541862945,False,0,0,Female,working,0
349,37,13,94,109,682.8591950141287,51.090998541862945,False,0,0,Male,working,0
350,5,2,94,109,682.8591950141287,51.090998541862945,False,0,0,Female,student,0
351,10,7,94,109,682.8591950141287,51.090998541862945,False,0,0,Female,student,0
352,8,5,94,109,682.8591950141287,51.090998541862945,False,0,0,Male,student,0
353,9,11,95,236,183.17335718805606,633.316127560006,False,0,0,Female,working,0
354,31,13,95,236,183.17335718805606,633.316127560006,False,0,0,Male,working,0
355,9,6,95,236,183.17335718805606,633.316127560006,False,0,0,Female,student,0
356,11,8,95,236,183.17335718805606,633.316127560006,False,0,0,Male,student,0
357,16,13,95,236,183.17335718805606,633.316127560006,False,0,0,Female,student,0
358,5,11,96,55,211.502533672559,913.8231557123082,False,0,0,Female,working,0
